snv,cell,alt,total
0,3,0,1
0,20,0,1
0,23,0,1
0,74,1,1
0,84,0,1
0,95,1,1
0,140,0,1
0,149,0,1
0,246,1,1
0,272,1,1
0,299,1,1
0,300,0,1
0,336,0,1
0,345,1,1
0,359,0,1
0,373,0,1
0,393,0,1
0,422,1,1
0,437,1,1
0,448,0,1
0,460,1,1
0,493,0,1
0,623,0,1
0,651,1,1
0,656,1,1
0,668,1,1
0,671,0,1
0,686,1,1
0,691,0,1
0,693,1,1
0,697,1,1
0,721,1,1
0,726,0,1
0,764,0,1
0,774,1,1
0,797,1,1
0,811,1,1
0,833,1,1
0,839,0,1
0,842,0,1
0,860,1,1
0,873,0,1
0,898,1,1
0,953,0,1
0,982,0,1
0,987,0,1
1,35,0,1
1,78,0,1
1,100,0,1
1,109,1,1
1,127,0,1
1,134,0,1
1,155,0,1
1,161,0,1
1,180,0,1
1,184,0,1
1,236,0,1
1,252,1,1
1,263,1,1
1,320,0,1
1,323,1,1
1,330,0,1
1,333,0,1
1,337,1,2
1,390,0,1
1,398,1,1
1,405,0,1
1,406,0,1
1,434,0,1
1,464,1,1
1,486,1,1
1,499,0,1
1,503,0,1
1,515,0,1
1,544,1,1
1,569,1,1
1,586,1,1
1,596,0,1
1,624,1,1
1,645,1,1
1,654,1,1
1,672,1,1
1,686,1,1
1,697,1,1
1,711,0,1
1,745,0,1
1,747,0,1
1,757,1,1
1,777,1,1
1,779,1,1
1,795,1,1
1,811,1,1
1,842,1,1
1,860,0,1
1,870,1,1
1,874,1,1
1,903,1,1
1,945,1,1
1,946,1,1
1,981,0,1
1,991,0,1
1,994,0,1
2,3,0,1
2,11,0,1
2,21,0,1
2,74,0,1
2,78,0,1
2,81,0,1
2,83,0,1
2,93,0,1
2,148,0,1
2,165,0,1
2,170,0,1
2,206,0,1
2,209,1,1
2,228,0,1
2,240,0,1
2,256,0,1
2,269,0,1
2,272,0,1
2,275,0,1
2,304,0,1
2,312,0,1
2,314,0,1
2,328,0,1
2,330,0,1
2,333,0,1
2,340,0,1
2,355,0,1
2,401,0,1
2,406,0,1
2,415,0,1
2,424,0,1
2,434,0,2
2,445,0,1
2,447,0,1
2,450,0,1
2,469,0,1
2,470,0,1
2,472,1,1
2,487,0,1
2,501,0,1
2,583,0,1
2,586,0,1
2,587,0,1
2,606,0,1
2,609,0,1
2,642,0,1
2,654,0,1
2,663,0,1
2,667,0,1
2,668,0,1
2,690,0,1
2,704,1,1
2,711,1,1
2,720,0,1
2,721,0,1
2,723,0,1
2,731,0,1
2,734,0,1
2,735,0,1
2,749,0,1
2,767,0,1
2,771,0,1
2,792,0,1
2,793,0,1
2,806,0,1
2,846,0,1
2,849,0,1
2,892,0,1
2,949,0,1
2,969,0,1
2,983,0,1
3,2,0,1
3,12,0,1
3,110,0,1
3,147,0,1
3,153,0,1
3,165,0,1
3,180,0,1
3,194,0,1
3,218,0,1
3,239,0,1
3,284,0,1
3,290,0,1
3,295,0,1
3,296,0,1
3,298,0,1
3,304,0,1
3,333,0,1
3,359,0,1
3,367,0,1
3,374,0,1
3,425,0,1
3,439,0,1
3,460,1,1
3,461,0,1
3,469,0,1
3,501,0,1
3,530,0,1
3,533,0,1
3,557,0,1
3,585,0,1
3,597,0,1
3,612,0,1
3,613,1,1
3,665,0,1
3,676,0,1
3,682,0,1
3,687,0,1
3,721,0,1
3,762,0,1
3,803,0,1
3,805,0,1
3,806,0,1
3,853,0,1
3,869,0,1
3,900,0,1
3,923,0,1
3,931,0,1
3,948,0,1
3,990,0,2
3,999,0,1
4,28,0,1
4,54,0,1
4,74,0,1
4,136,0,1
4,138,0,1
4,142,1,1
4,166,0,1
4,169,0,1
4,180,0,1
4,207,0,1
4,223,0,1
4,244,0,1
4,272,0,1
4,309,0,1
4,311,0,1
4,312,0,1
4,314,0,1
4,321,0,1
4,347,0,1
4,369,0,1
4,373,0,1
4,395,0,1
4,396,0,1
4,429,0,1
4,445,0,1
4,447,0,1
4,449,0,2
4,484,0,1
4,519,0,1
4,561,0,1
4,569,0,1
4,592,0,1
4,604,0,1
4,613,0,1
4,622,0,1
4,623,0,2
4,635,0,1
4,638,0,1
4,642,0,1
4,672,0,1
4,693,1,1
4,695,0,1
4,705,0,1
4,718,0,1
4,722,0,1
4,744,0,1
4,757,0,1
4,765,0,1
4,772,0,1
4,784,0,1
4,797,0,1
4,823,0,1
4,850,0,1
4,885,0,1
4,896,0,1
4,897,0,1
4,908,0,1
4,910,0,1
4,911,0,1
4,914,0,2
4,915,0,1
4,988,0,1
5,2,0,1
5,46,0,1
5,49,1,1
5,87,0,1
5,115,0,1
5,135,0,1
5,166,0,1
5,181,0,1
5,184,0,1
5,186,0,1
5,196,0,1
5,221,0,1
5,241,1,1
5,261,0,1
5,262,1,1
5,284,1,1
5,285,1,1
5,291,1,1
5,348,0,1
5,361,1,1
5,366,0,1
5,408,1,1
5,416,0,1
5,435,1,1
5,443,0,1
5,453,1,1
5,454,1,1
5,459,0,1
5,499,1,1
5,501,1,1
5,552,0,1
5,566,1,1
5,569,1,1
5,585,1,1
5,600,0,1
5,607,0,1
5,609,0,1
5,643,0,1
5,646,0,1
5,656,0,1
5,666,0,1
5,685,0,1
5,698,1,1
5,771,1,1
5,782,0,1
5,793,1,1
5,816,2,2
5,827,1,1
5,829,0,1
5,849,0,1
5,872,1,1
5,874,1,1
5,960,0,1
6,42,0,1
6,104,0,1
6,160,0,1
6,161,0,1
6,187,0,1
6,189,0,1
6,243,0,1
6,262,0,1
6,270,0,1
6,311,0,1
6,315,0,1
6,325,0,1
6,340,0,1
6,343,0,1
6,350,0,1
6,363,0,1
6,368,0,2
6,373,0,1
6,381,0,1
6,396,0,1
6,412,1,1
6,417,0,1
6,432,0,1
6,441,0,1
6,465,1,1
6,474,0,1
6,477,0,1
6,478,0,1
6,495,0,1
6,498,0,1
6,503,0,1
6,520,0,1
6,521,0,1
6,537,0,1
6,587,0,1
6,607,0,1
6,621,0,1
6,644,0,1
6,666,0,1
6,696,0,1
6,720,0,1
6,722,0,1
6,728,0,1
6,735,0,1
6,739,0,1
6,759,0,1
6,827,0,1
6,837,0,1
6,844,0,1
6,883,0,1
6,995,0,1
7,5,0,1
7,56,0,1
7,95,0,1
7,118,0,1
7,147,0,1
7,184,0,1
7,203,0,1
7,254,0,1
7,271,0,1
7,285,0,1
7,317,0,1
7,320,0,1
7,345,0,1
7,362,0,1
7,374,0,1
7,382,0,1
7,383,0,1
7,391,0,1
7,407,0,1
7,433,0,1
7,436,0,1
7,477,0,1
7,493,0,1
7,502,0,1
7,523,0,1
7,589,0,1
7,600,0,1
7,602,0,1
7,618,0,1
7,658,0,1
7,693,0,1
7,711,0,1
7,734,0,1
7,736,0,1
7,772,0,1
7,802,0,1
7,810,0,1
7,842,0,1
7,860,0,1
7,872,0,1
7,893,0,1
7,927,0,1
7,929,0,1
7,949,0,1
7,950,0,1
7,953,0,1
7,954,0,1
7,997,0,1
8,66,0,1
8,102,2,2
8,109,2,2
8,120,0,1
8,129,0,1
8,140,0,1
8,144,0,1
8,162,0,1
8,186,1,1
8,224,0,1
8,260,0,1
8,319,0,1
8,351,0,1
8,357,0,1
8,376,0,1
8,388,0,1
8,392,0,1
8,399,0,1
8,415,1,1
8,419,0,1
8,423,1,1
8,438,0,1
8,440,0,2
8,442,0,1
8,445,0,1
8,490,1,1
8,500,0,1
8,519,0,1
8,534,1,1
8,543,0,1
8,554,1,1
8,558,1,1
8,563,0,1
8,573,1,1
8,578,0,1
8,607,0,1
8,639,1,1
8,641,0,1
8,647,0,1
8,662,1,1
8,677,0,1
8,689,0,1
8,713,0,1
8,723,0,2
8,738,0,1
8,746,0,1
8,789,1,1
8,798,1,2
8,802,0,1
8,856,1,1
8,863,0,1
8,901,0,1
8,920,0,1
8,948,0,1
8,985,0,1
9,1,0,1
9,15,0,1
9,40,0,1
9,42,0,1
9,73,0,1
9,79,0,1
9,92,0,1
9,113,0,1
9,115,0,1
9,152,0,1
9,155,0,1
9,184,0,1
9,189,0,1
9,197,0,1
9,259,0,1
9,301,0,1
9,313,0,1
9,316,0,1
9,325,0,1
9,359,0,1
9,436,0,1
9,460,0,1
9,490,0,1
9,499,0,1
9,506,0,1
9,544,0,1
9,552,0,1
9,583,0,1
9,599,0,1
9,615,0,1
9,627,1,1
9,648,0,1
9,651,0,1
9,661,0,1
9,681,0,1
9,686,0,1
9,715,0,1
9,726,0,1
9,744,0,1
9,759,0,1
9,794,0,1
9,804,0,1
9,818,0,1
9,838,0,1
9,862,0,1
9,870,0,1
9,872,0,1
9,883,0,1
9,884,0,1
9,889,0,1
9,891,0,1
9,893,0,1
9,900,0,1
9,909,0,1
9,928,0,1
9,976,0,1
10,8,0,1
10,22,0,1
10,44,0,2
10,47,0,1
10,53,0,1
10,84,0,1
10,86,0,1
10,115,0,1
10,157,0,1
10,208,0,1
10,246,0,1
10,255,0,1
10,263,0,1
10,272,0,1
10,291,0,1
10,319,0,1
10,323,1,1
10,338,0,1
10,344,0,1
10,390,0,1
10,430,0,1
10,449,0,1
10,452,0,1
10,478,0,1
10,495,0,1
10,514,0,1
10,516,0,1
10,535,0,1
10,538,0,1
10,546,0,1
10,570,1,1
10,593,0,1
10,615,0,1
10,625,0,1
10,629,0,1
10,650,0,1
10,654,0,1
10,656,0,1
10,661,0,1
10,816,0,1
10,827,0,1
10,852,0,1
10,858,0,1
10,865,0,1
10,885,0,1
10,888,0,1
10,908,0,1
10,910,1,1
10,916,0,1
10,932,0,1
10,959,0,1
10,977,0,1
11,15,0,1
11,16,0,1
11,18,0,1
11,37,0,1
11,38,0,1
11,46,0,1
11,52,0,1
11,59,0,1
11,66,0,1
11,69,0,1
11,73,0,1
11,95,0,1
11,110,0,1
11,120,1,1
11,152,0,1
11,174,0,1
11,189,0,1
11,193,0,1
